region,fcgradient09
8BM_R,0.28432956
p32_R,-0.13281628
10r_R,-0.1711356
47m_R,-0.21874851
8Av_R,0.3143638
8Ad_R,0.0027178063
9m_R,0.08127675
8BL_R,0.29056528
9p_R,0.24515125
10d_R,0.055117905
8C_R,0.30632395
44_R,0.26450056
45_R,0.10537306
47l_R,0.26089236
a47r_R,0.3563407
6r_R,0.17308792
IFJa_R,-0.12167481
IFJp_R,-9.353298e-05
IFSp_R,-0.024921296
IFSa_R,0.14515455
p9-46v_R,0.23140733
46_R,0.17561318
a9-46v_R,0.21265215
9-46d_R,0.15438402
9a_R,0.25032452
10v_R,-0.0094081
a10p_R,0.18843961
10pp_R,0.2777877
11l_R,0.2115115
13l_R,0.14959921
OFC_R,0.19623744
47s_R,0.149518
LIPd_R,-0.08824177
6a_R,-0.0779951
i6-8_R,0.18245313
s6-8_R,0.23771477
43_R,0.37684235
OP4_R,0.1615636
OP1_R,-0.055797152
OP2-3_R,0.1848566
52_R,0.23721385
RI_R,0.17819716
PFcm_R,0.30704567
PoI2_R,0.28622147
TA2_R,0.00052805763
FOP4_R,0.3484145
MI_R,0.33828494
Pir_R,0.01838713
AVI_R,0.2188273
AAIC_R,0.08886047
FOP1_R,0.41445017
FOP3_R,0.362136
FOP2_R,0.03057649
PFt_R,-0.21632633
AIP_R,-0.21485177
EC_R,-0.19292563
PreS_R,-0.058649648
H_R,-0.2160209
ProS_R,0.23514947
PeEc_R,-0.41240028
STGa_R,-0.29108378
PBelt_R,-0.00971176
A5_R,-0.2866182
PHA1_R,-0.20778829
PHA3_R,-0.25755516
STSda_R,-0.3087201
STSdp_R,-0.1949501
STSvp_R,0.27576166
TGd_R,-0.09654888
TE1a_R,0.10445111
TE1p_R,0.22951345
TE2a_R,0.26918626
TF_R,-0.44118154
TE2p_R,-0.25137734
PHT_R,0.022165937
PH_R,-0.31395128
TPOJ1_R,-0.23917705
TPOJ2_R,-0.14306852
TPOJ3_R,-0.21666093
DVT_R,0.1164908
PGp_R,-0.11588576
IP2_R,0.17879272
IP1_R,0.20212494
IP0_R,-0.16509336
PFop_R,0.18452767
PF_R,0.26377583
PFm_R,0.28885996
PGi_R,0.056587897
PGs_R,0.17878005
V6A_R,0.16329135
VMV1_R,0.23351571
VMV3_R,0.010812847
PHA2_R,-0.3101776
V4t_R,-0.13127287
FST_R,-0.27865225
V3CD_R,-0.09237961
LO3_R,0.028925419
VMV2_R,0.108308084
31pd_R,0.07018715
31a_R,0.014146694
VVC_R,-0.18813029
25_R,-0.19757243
s32_R,-0.11489877
pOFC_R,0.056654662
PoI1_R,0.30587724
Ig_R,0.1571233
FOP5_R,0.2748776
p10p_R,0.1579675
p47r_R,0.33678734
TGv_R,-0.28177583
MBelt_R,0.13686743
LBelt_R,0.09188743
A4_R,-0.114533626
STSva_R,-0.018476868
TE1m_R,0.3527449
PI_R,0.10269785
a32pr_R,0.100209616
p24_R,0.014419967
