region,fcgradient06
3b_R,-0.17689826
FEF_R,0.12739095
PEF_R,0.0930157
55b_R,-0.80181706
V3A_R,0.10864203
RSC_R,0.12828411
POS2_R,-0.038979102
V7_R,0.19651486
IPS1_R,0.3192461
FFC_R,-0.6188019
V3B_R,0.1739594
LO1_R,0.10190467
LO2_R,-0.015566823
PIT_R,-0.08893112
MT_R,-0.39301687
A1_R,-0.6516653
PSL_R,-0.30552012
SFL_R,-0.3410797
PCV_R,0.028223542
STV_R,-1.0213324
7Pm_R,-0.046667986
7m_R,0.6544728
POS1_R,0.52453905
23d_R,0.119829655
v23ab_R,0.8189752
d23ab_R,0.5099191
31pv_R,0.5845153
5m_R,-0.0071255574
5mv_R,0.28791273
23c_R,0.247781
5L_R,0.18396974
24dd_R,0.15340234
24dv_R,0.11087552
7AL_R,0.6741519
SCEF_R,0.18319263
6ma_R,0.2305902
7Am_R,0.52857524
7Pl_R,0.36781368
7PC_R,0.86982954
LIPv_R,0.30838004
VIP_R,0.64655685
MIP_R,0.19353393
1_R,0.06791774
2_R,0.44841203
3a_R,-0.19835864
6d_R,0.54437065
6mp_R,0.34000558
6v_R,0.30984598
p24pr_R,0.25104308
33pr_R,-0.2084795
a24pr_R,0.3126533
p32pr_R,0.30372867
a24_R,0.57072055
d32_R,-0.045734797
8BM_R,-0.670992
p32_R,0.3609891
10r_R,0.77876544
47m_R,0.21820402
8Av_R,-0.11101044
8Ad_R,0.58026
9m_R,0.5366087
8BL_R,0.3306396
9p_R,0.24821836
10d_R,0.7005455
8C_R,-0.54502755
44_R,-0.65512615
45_R,-0.70257473
47l_R,0.023702197
a47r_R,-0.53637284
6r_R,0.09119919
IFJa_R,-1.0659461
IFJp_R,-0.59721243
IFSp_R,-0.8278025
IFSa_R,-0.16937588
p9-46v_R,-0.719647
46_R,0.05522604
a9-46v_R,-0.5801083
9-46d_R,-0.044739034
9a_R,0.16269533
10v_R,0.6214994
a10p_R,-0.48657778
10pp_R,-0.008615369
11l_R,-0.7087882
13l_R,-0.43284526
OFC_R,-0.31179094
47s_R,0.0287209
LIPd_R,-0.28815877
6a_R,0.53939366
i6-8_R,-0.51505154
s6-8_R,-0.18959995
43_R,-0.06463447
OP4_R,-0.31574443
OP1_R,0.17538302
OP2-3_R,-0.47271746
52_R,-0.36867714
RI_R,-0.54067975
PFcm_R,0.27506736
PoI2_R,-0.13431168
TA2_R,-1.1093308
FOP4_R,0.2051684
MI_R,0.17270115
Pir_R,-0.516498
AVI_R,-0.49416322
AAIC_R,-0.08383392
FOP1_R,0.27957356
FOP3_R,0.2921519
FOP2_R,0.3534403
PFt_R,0.7367237
AIP_R,0.5125236
EC_R,0.20745844
PreS_R,0.12066397
H_R,-0.04853104
ProS_R,0.037514582
PeEc_R,-0.6109595
STGa_R,-1.44182
PBelt_R,-1.1719701
A5_R,-1.6085604
PHA1_R,0.19715749
PHA3_R,0.018076263
STSda_R,-1.1636194
STSdp_R,-1.476525
STSvp_R,-0.12079138
TGd_R,-0.15245537
TE1a_R,0.6055062
TE1p_R,-0.54656494
TE2a_R,-0.20066579
TF_R,-0.71386474
TE2p_R,-0.2636131
PHT_R,-0.041476533
PH_R,0.2264062
TPOJ1_R,-1.4166629
TPOJ2_R,-0.57945514
TPOJ3_R,-0.36119384
DVT_R,0.16893788
PGp_R,0.16168003
IP2_R,-0.72453594
IP1_R,-0.6325367
IP0_R,-0.023652004
PFop_R,0.48231927
PF_R,0.25039023
PFm_R,-0.5341325
PGi_R,0.45874718
PGs_R,0.14997728
V6A_R,0.17120513
VMV1_R,0.048023324
VMV3_R,0.09499634
PHA2_R,0.17079823
V4t_R,-0.185727
FST_R,0.39077362
V3CD_R,0.18421002
LO3_R,-0.0138670765
VMV2_R,0.071204394
31pd_R,0.49412808
31a_R,0.06207795
VVC_R,-0.008526417
25_R,0.6574461
s32_R,0.76344234
pOFC_R,-0.18751165
PoI1_R,-0.021285154
Ig_R,-0.42196655
FOP5_R,-0.188172
p10p_R,-0.07634994
p47r_R,-0.762407
TGv_R,-1.0341743
MBelt_R,-0.7333589
LBelt_R,-0.9192206
A4_R,-1.3378899
STSva_R,0.2797803
TE1m_R,-0.35497525
PI_R,-0.6693006
a32pr_R,-0.07215321
p24_R,0.11749666
