region,fcgradient10
TGv_L,0.23921216
MBelt_L,-0.54073256
LBelt_L,-0.54828674
A4_L,-0.54392856
STSva_L,0.17693006
TE1m_L,-0.21011688
PI_L,-0.38795152
a32pr_L,0.3687981
p24_L,0.3214281
V1_R,0.10124197
MST_R,-0.068166934
V6_R,0.14571556
V2_R,0.1302448
V3_R,0.0754516
V4_R,-0.0019265092
V8_R,0.052009877
4_R,0.22073139
3b_R,0.20753142
FEF_R,-0.08719006
PEF_R,-0.09311908
55b_R,0.077551864
V3A_R,0.09828799
RSC_R,0.24410835
POS2_R,0.33371362
V7_R,-0.022996413
IPS1_R,-0.20212083
FFC_R,-0.1050094
V3B_R,-0.024120925
LO1_R,-0.057311937
LO2_R,-0.07114282
PIT_R,-0.08061012
MT_R,0.027544439
A1_R,-0.45416465
PSL_R,-0.0019310543
SFL_R,0.4143616
PCV_R,0.18089062
STV_R,-0.018769994
7Pm_R,0.16847591
7m_R,-0.055808533
POS1_R,0.031701893
23d_R,0.23724116
v23ab_R,-0.091680825
d23ab_R,-0.16584574
31pv_R,-0.094521515
5m_R,0.46157464
5mv_R,-0.025971746
23c_R,0.09797865
5L_R,0.34501743
24dd_R,0.36242816
24dv_R,0.059672423
7AL_R,-0.077062756
SCEF_R,-0.14853828
6ma_R,0.14759757
7Am_R,0.009146144
7Pl_R,-0.03737826
7PC_R,-0.020881256
LIPv_R,-0.15446958
VIP_R,-0.18573567
MIP_R,-0.15863018
1_R,0.35570174
2_R,0.23993053
3a_R,0.15049218
6d_R,0.2918475
6mp_R,0.22833954
6v_R,-0.39099666
p24pr_R,-0.08030106
33pr_R,0.115341075
a24pr_R,-0.14079656
p32pr_R,-0.0899901
a24_R,0.15825203
d32_R,0.33640736
8BM_R,0.32588783
p32_R,0.2866133
10r_R,-0.057951234
47m_R,-0.034145568
8Av_R,0.015915496
8Ad_R,-0.107396394
9m_R,0.17178807
8BL_R,0.07513962
9p_R,0.23618712
10d_R,-0.08073182
8C_R,0.15548348
44_R,0.5277765
45_R,0.5445174
47l_R,0.2403807
a47r_R,-0.058037445
6r_R,-0.018570393
IFJa_R,0.06393707
IFJp_R,0.029401625
IFSp_R,0.17081377
IFSa_R,0.17035604
p9-46v_R,0.19195282
46_R,0.30983147
a9-46v_R,0.3733834
9-46d_R,0.4776716
9a_R,0.2830525
10v_R,0.021235611
a10p_R,0.37846318
10pp_R,0.16592808
11l_R,0.3268158
13l_R,0.24363391
OFC_R,0.07941167
47s_R,0.4132813
LIPd_R,-0.023853935
6a_R,-0.10003269
i6-8_R,0.07493066
s6-8_R,0.22118434
43_R,-0.53314185
OP4_R,-0.57503897
OP1_R,0.17850238
OP2-3_R,-0.33153808
52_R,-0.40752226
RI_R,-0.39425808
PFcm_R,-0.31107357
PoI2_R,-0.5131304
TA2_R,-0.57003546
FOP4_R,0.057184376
MI_R,-0.007507976
Pir_R,-0.23628697
AVI_R,0.46492726
AAIC_R,0.15617763
FOP1_R,-0.30342466
FOP3_R,-0.30704632
FOP2_R,-0.3626687
PFt_R,-0.20811032
AIP_R,-0.21227805
EC_R,-0.003812816
PreS_R,0.0074026594
H_R,-0.040627155
ProS_R,0.15186447
PeEc_R,-0.133288
STGa_R,0.030132217
PBelt_R,-0.58594584
A5_R,-0.36625883
PHA1_R,0.057298828
PHA3_R,0.011825306
STSda_R,0.09266086
STSdp_R,0.08972943
STSvp_R,0.30739594
TGd_R,0.22150707
TE1a_R,-0.028915506
TE1p_R,-0.080862224
TE2a_R,0.12094297
TF_R,0.019966723
TE2p_R,-0.10756818
PHT_R,0.06676207
PH_R,-0.2446717
TPOJ1_R,-0.08206192
TPOJ2_R,-0.02768614
TPOJ3_R,0.046425194
DVT_R,0.18244222
PGp_R,0.044845466
IP2_R,0.21136682
IP1_R,-0.025344599
IP0_R,-0.07201885
PFop_R,-0.4151362
PF_R,0.0194456
PFm_R,0.23147082
PGi_R,0.028439447
PGs_R,-0.09811831
V6A_R,0.06778514
VMV1_R,0.1687037
VMV3_R,0.018327143
PHA2_R,0.055692647
V4t_R,-0.023932647
FST_R,-0.24852349
V3CD_R,-0.08347252
LO3_R,0.022075161
VMV2_R,0.11349764
31pd_R,0.07964798
31a_R,0.11954954
VVC_R,-0.07011618
25_R,-0.0065127793
s32_R,-0.12929009
pOFC_R,0.14277275
PoI1_R,-0.30040812
Ig_R,-0.37077093
FOP5_R,0.32045054
p10p_R,0.032875694
p47r_R,0.24481356
TGv_R,0.14736855
MBelt_R,-0.49112862
LBelt_R,-0.54872376
A4_R,-0.52618515
STSva_R,0.16079791
TE1m_R,-0.08151675
PI_R,-0.34982267
a32pr_R,0.44971916
p24_R,0.31112748
