region,fcgradient04
FST_R,-1.1903675
V3CD_R,-0.28828186
LO3_R,0.1454067
VMV2_R,0.40196714
31pd_R,0.07343088
31a_R,-0.26723382
VVC_R,-0.30402145
25_R,-0.0070772753
s32_R,-0.054840162
pOFC_R,0.24135365
PoI1_R,0.411635
Ig_R,0.15050335
FOP5_R,0.23143579
p10p_R,-0.25537592
p47r_R,-0.7942654
TGv_R,-0.39242047
MBelt_R,0.5929523
LBelt_R,0.60977244
A4_R,0.30750367
STSva_R,-0.023167245
TE1m_R,-0.5092523
PI_R,0.44090807
a32pr_R,0.5035171
p24_R,0.79684114
